Date,High,Low,Open,Close,Volume,Adj Close
1987-09-10,168.97999572753906,167.44000244140625,167.44000244140625,168.97000122070312,179800000,168.97000122070312
1987-09-11,170.5399932861328,168.75,168.97000122070312,170.5399932861328,178000000,170.5399932861328
1987-09-14,170.9499969482422,170.14999389648438,170.52999877929688,170.42999267578125,154400000,170.42999267578125
1987-09-15,170.44000244140625,169.1300048828125,170.4199981689453,169.1999969482422,136200000,169.1999969482422
1987-09-16,170.02999877929688,168.82000732421875,169.30999755859375,168.9199981689453,195700000,168.9199981689453
1987-09-17,169.25,168.5399932861328,168.9199981689453,168.82000732421875,150700000,168.82000732421875
1987-09-18,169.0399932861328,168.75,168.82000732421875,168.75,188100000,168.75
1987-09-21,169.1300048828125,167.36000061035156,168.75,167.39999389648438,170100000,167.39999389648438
1987-09-22,167.55999755859375,166.69000244140625,167.39999389648438,167.55999755859375,209500000,167.55999755859375
1987-09-23,168.64999389648438,167.5500030517578,167.55999755859375,168.64999389648438,220300000,168.64999389648438
1987-09-24,169.05999755859375,168.52000427246094,168.64999389648438,168.72000122070312,162200000,168.72000122070312
1987-09-25,168.85000610351562,168.42999267578125,168.72000122070312,168.85000610351562,138000000,168.85000610351562
1987-09-28,169.8000030517578,168.83999633789062,168.83999633789062,169.52000427246094,188100000,169.52000427246094
1987-09-29,169.69000244140625,168.88999938964844,169.52000427246094,169.05999755859375,173500000,169.05999755859375
1987-09-30,170.80999755859375,168.67999267578125,169.0500030517578,170.80999755859375,183100000,170.80999755859375
1987-10-01,171.39999389648438,170.25,170.82000732421875,171.39999389648438,193200000,171.39999389648438
1987-10-02,172.08999633789062,171.39999389648438,171.39999389648438,172.0800018310547,189100000,172.0800018310547
1987-10-05,172.5500030517578,172.08999633789062,172.08999633789062,172.5399932861328,159700000,172.5399932861328
1987-10-06,172.6199951171875,170.1300048828125,172.5500030517578,170.2100067138672,175600000,170.2100067138672
1987-10-07,170.2100067138672,168.47999572753906,170.2100067138672,168.8699951171875,186300000,168.8699951171875
1987-10-08,168.97999572753906,166.77999877929688,168.8699951171875,167.05999755859375,198700000,167.05999755859375
1987-10-09,167.11000061035156,166.00999450683594,167.05999755859375,166.1199951171875,158300000,166.1199951171875
1987-10-12,166.11000061035156,163.38999938964844,166.11000061035156,163.86000061035156,141900000,163.86000061035156
1987-10-13,164.4199981689453,163.6300048828125,163.86000061035156,164.13999938964844,172900000,164.13999938964844
1987-10-14,164.16000366210938,161.58999633789062,164.14999389648438,161.7899932861328,207400000,161.7899932861328
1987-10-15,161.8000030517578,159.60000610351562,161.8000030517578,159.66000366210938,263200000,159.66000366210938
1987-10-16,159.66000366210938,152.61000061035156,159.66000366210938,152.74000549316406,338500000,152.74000549316406
1987-10-19,152.74000549316406,133.60000610351562,152.74000549316406,133.60000610351562,604300000,133.60000610351562
1987-10-20,133.60000610351562,120.20999908447266,133.60000610351562,121.38999938964844,608100000,121.38999938964844
1987-10-21,130.77000427246094,121.38999938964844,121.38999938964844,130.64999389648438,449600000,130.64999389648438
1987-10-22,130.64999389648438,124.47000122070312,130.64999389648438,124.56999969482422,392200000,124.56999969482422
1987-10-23,124.58000183105469,121.36000061035156,124.58000183105469,121.58999633789062,245600000,121.58999633789062
1987-10-26,121.58000183105469,110.31999969482422,121.58000183105469,110.33000183105469,308800000,110.33000183105469
1987-10-27,113.12000274658203,108.37000274658203,110.31999969482422,108.51000213623047,260200000,108.51000213623047
1987-10-28,108.5,105.45999908447266,105.45999908447266,106.08000183105469,279400000,106.08000183105469
1987-10-29,110.80000305175781,106.05999755859375,106.06999969482422,110.80000305175781,258100000,110.80000305175781
1987-10-30,118.26000213623047,107.9000015258789,110.79000091552734,118.26000213623047,303400000,118.26000213623047
1987-11-02,120.22000122070312,118.2699966430664,118.2699966430664,120.20999908447266,176000000,120.20999908447266
1987-11-03,122.05000305175781,116.91999816894531,120.19999694824219,117.72000122070312,227800000,117.72000122070312
1987-11-04,117.75,116.38999938964844,117.7300033569336,117.19999694824219,202500000,117.19999694824219
1987-11-05,118.94000244140625,117.18000030517578,117.19000244140625,118.94000244140625,226000000,118.94000244140625
1987-11-06,120.08999633789062,118.94000244140625,118.94000244140625,119.33000183105469,228290000,119.33000183105469
1987-11-09,119.31999969482422,117.26000213623047,119.31999969482422,117.62000274658203,160690000,117.62000274658203
1987-11-10,117.62000274658203,115.25,117.62000274658203,115.55999755859375,184310000,115.55999755859375
1987-11-11,116.68000030517578,115.5,115.56999969482422,116.26000213623047,147850000,116.26000213623047
1987-11-12,118.66999816894531,116.20999908447266,116.26000213623047,118.3499984741211,206280000,118.3499984741211
1987-11-13,118.63999938964844,118.0999984741211,118.3499984741211,118.30999755859375,174920000,118.30999755859375
1987-11-16,119.0199966430664,118.01000213623047,118.31999969482422,118.2699966430664,164340000,118.2699966430664
1987-11-17,118.2699966430664,116.04000091552734,118.26000213623047,116.30000305175781,148240000,116.30000305175781
1987-11-18,116.69000244140625,115.76000213623047,116.30000305175781,116.69000244140625,158260000,116.69000244140625
1987-11-19,116.69000244140625,115.04000091552734,116.69000244140625,115.11000061035156,157140000,115.11000061035156
1987-11-20,115.1500015258789,113.83999633789062,115.11000061035156,114.44999694824219,189170000,114.44999694824219
1987-11-23,114.5,114.08999633789062,114.44999694824219,114.47000122070312,143160000,114.47000122070312
1987-11-24,115.87999725341797,114.29000091552734,114.47000122070312,115.58000183105469,199520000,115.58000183105469
1987-11-25,115.97000122070312,115.38999938964844,115.58000183105469,115.97000122070312,139780000,115.97000122070312
1987-11-27,115.95999908447266,115.52999877929688,115.95999908447266,115.61000061035156,86360000,115.61000061035156
1987-11-30,115.62999725341797,110.55999755859375,115.5999984741211,111.69999694824219,268910000,111.69999694824219
1987-12-01,112.08999633789062,111.12999725341797,111.69000244140625,111.2699966430664,149870000,111.2699966430664
1987-12-02,111.30000305175781,110.83000183105469,111.2699966430664,111.11000061035156,148890000,111.11000061035156
1987-12-03,111.1500015258789,108.86000061035156,111.11000061035156,108.94000244140625,204160000,108.94000244140625
1987-12-04,108.94000244140625,106.19000244140625,108.94000244140625,106.5,184800000,106.5
